type,id,properties.@id,properties.amenity,properties.area,properties.brand,properties.brand:wikidata,properties.description,properties.opening_hours,properties.short_name,properties.socket:tesla_supercharger,properties.website,geometry.type,geometry.coordinates,properties.capacity,properties.name,properties.operator,properties.operator:wikidata,properties.access,properties.fee,properties.bicycle,properties.motor_vehicle,properties.socket:type2,properties.socket:type2:output,properties.source,properties.addr:housenumber,properties.addr:street,properties.addr:suburb,properties.socket:type1_combo:output,properties.brand:wikipedia,properties.operator:wikipedia,properties.socket:type1,properties.socket:tesla,properties.socket:tesla_supercharger:output,properties.socket:tesla_supercharger_ccs,properties.socket:tesla_supercharger_ccs:output,properties.addr:city,properties.addr:country,properties.addr:postcode,properties.addr:state,properties.location,properties.addr:unit,properties.authentication:app,properties.authentication:nfc,properties.socket:chademo,properties.socket:chademo:output,properties.socket:type2_combo,properties.socket:type2_combo:output,properties.motorcar,properties.note,properties.parking:fee,properties.ref:ocm,properties.socket:type1:output,properties.scooter,properties.access:note,properties.alt_name,properties.authentication:none,properties.output,properties.charging_station:output,properties.charge,properties.network,properties.temporary:access,properties.covered,properties.level,properties.source:operator,properties.payment:app,properties.fixme,properties.ref,properties.socket:tesla_destination,properties.socket:tesla_standard,properties.socket:tesla_standard:output,properties.authentication:membership_card,properties.maxstay,properties.socket:tesla_destination:output,properties.payment,properties.voltage,properties.payment:credit_cards,properties.manufacturer,properties.operator:website,properties.socket:type2_cable,properties.no:network,properties.payment:contactless,properties.socket:type1_combo,properties.bus,properties.hgv,properties.payment:none,properties.motorcycle,properties.amperage,properties.payment:free,properties.not:brand:wikidata,properties.phone:AU,properties.addr:floor,properties.addr:housename,properties.office,properties.phone,properties.start_date,properties.wikidata,properties.survey:date,properties.payment:via_tesla_app,properties.socket:type2:power,properties.socket:j1772,properties.socket:type2:current,properties.socket:type2:voltage,properties.payment:tap_to_pay,properties.socket:type2_cable:current,properties.socket:type2_cable:output,properties.socket:type2_cable:voltage,properties.parking,properties.payment:via_app,properties.socket:wall,properties.url,properties.network:wikidata,properties.socket,properties.indoor,properties.branch,properties.payment:cash,properties.payment:coins,properties.payment:mastercard,properties.payment:visa,properties.check_date,properties.construction,properties.payment:debit_cards,properties.ele,properties.payment:cards,properties.payment:membership_card,properties.payment:qr_code,properties.not:operator:wikidata,properties.socket:unknown,properties.payment:apple_pay,properties.man_made,properties.socket:ccs:output
Feature,node/9837441207,node/9837441207,charging_station,,,,,,,,,Point,"[147.371219, -42.2989031]",2,,Electric Highway Tasmania,Q105834331,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,50 kW,,80 kW,,,,,,,,,,,80 kW,,Chargefox,,,,,,,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9843352654,node/9843352654,charging_station,,,,BYO cables,,,,,Point,"[147.4269258, -42.8874253]",,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9852170665,node/9852170665,charging_station,,,,,,,,,Point,"[145.2139634, -37.8319262]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9863000835,node/9863000835,charging_station,,,,,,,,,Point,"[151.0954277, -33.8720579]",1,,Jolt,Q109783503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9863034303,node/9863034303,charging_station,,,,,,,,,Point,"[150.90026, -33.9488297]",2,,Evie Networks,Q105795220,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9864969279,node/9864969279,charging_station,,"Tesla, Inc.",Q478214,"P2 blue, 4 destination chargers",,Tesla,,,Point,"[151.2644147, -33.7666354]",4,Tesla Destination Charger,Warringah Mall,,customers,no,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9880056998,node/9880056998,charging_station,,Charging the Regions,Q106320264,,,,,,Point,"[146.6747212, -38.5644471]",,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9880389305,node/9880389305,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,Tesla,,,Point,"[134.7584779, -29.022055]",,Tesla Destination Charger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9898771270,node/9898771270,charging_station,,,,,,,,,Point,"[151.1999188, -33.9021318]",2,,AmpCharge,Q111744561,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9900811626,node/9900811626,charging_station,,,,Wall PowerPoint in twenty two north. Was made available to hotel guests on request.,,,,,Point,"[152.5136654, -32.1790682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9916436896,node/9916436896,charging_station,,,,,,,,,Point,"[151.2088608, -33.8093255]",2,,Evie Networks,Q105795220,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9930952737,node/9930952737,charging_station,,,,,,,,,Point,"[145.023233, -37.7637113]",2,,,,yes,no,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9930952738,node/9930952738,charging_station,,,,,,,,,Point,"[145.023185, -37.7637061]",2,,,,yes,no,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9930952741,node/9930952741,charging_station,,,,,,,,,Point,"[145.0231298, -37.7637001]",2,,,,yes,no,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9932826382,node/9932826382,charging_station,,,,,,,,,Point,"[149.1869737, -35.2954975]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9932826383,node/9932826383,charging_station,,,,,,,,,Point,"[149.1869976, -35.2955106]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9932826384,node/9932826384,charging_station,,,,,,,,,Point,"[149.1870115, -35.2954938]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9932826385,node/9932826385,charging_station,,,,,,,,,Point,"[149.1869915, -35.2954811]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9939260096,node/9939260096,charging_station,,,,,,,,,Point,"[153.0644501, -26.4004166]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9953777925,node/9953777925,charging_station,,,,,,,,,Point,"[151.081218, -33.9492389]",,,Jolt,Q109783503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9958152708,node/9958152708,charging_station,,,,Rhodes Central,,,,,Point,"[151.0860347, -33.8300902]",2,,Chargefox,Q105775824,permissive,no,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,yes,,after 3 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9960709498,node/9960709498,charging_station,,,,,,,,,Point,"[153.0108529, -27.3420061]",2,,AmpCharge,Q111744561,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9965036281,node/9965036281,charging_station,,,,,,,,,Point,"[150.9946067, -33.787764]",,,AmpCharge,Q111744561,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9987263214,node/9987263214,charging_station,,"Tesla, Inc.",Q478214,,,Tesla,,,Point,"[148.9128433, -34.84184]",2,Tesla Destination Charger,Yass Soldiers Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,22kw,,,,,,,,,dc11958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tesla_destination,,,,,,,,,,,,,,,,,,
Feature,node/9996192046,node/9996192046,charging_station,,,,,,,,,Point,"[151.0801412, -33.9701906]",1,,Jolt,Q109783503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10007469304,node/10007469304,charging_station,,,,Marina Square,,,,,Point,"[151.0790514, -33.8256295]",3,,,,yes,no,,,3,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,yes,,3 hours free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10007505419,node/10007505419,charging_station,,"Tesla, Inc.",Q478214,Castle Towers,,Tesla,,,Point,"[151.0065082, -33.7296798]",3,,,,yes,no,,,3,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10007612223,node/10007612223,charging_station,,,,,,,,,Point,"[144.915179, -37.7726024]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10010196224,node/10010196224,charging_station,,Jetcharge,,,,,,,Point,"[145.1227188, -38.1438691]",2,,,,yes,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Ground level - car park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10011175454,node/10011175454,charging_station,,,,,,,,,Point,"[153.0483802, -28.8659126]",,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10026076729,node/10026076729,charging_station,,,,,,,,,Point,"[150.173894, -35.7096667]",2,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10035347983,node/10035347983,charging_station,,,,,,,,,Point,"[151.2128688, -33.7036198]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10042338532,node/10042338532,charging_station,,,,,,,,,Point,"[143.934527, -37.5647424]",4,,Evie Networks,Q105795220,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10048386532,node/10048386532,charging_station,,,,,,,,,Point,"[147.1969608, -31.5643351]",,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10048907994,node/10048907994,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,6,,Point,"[140.8026216, -37.8347592]",,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10048914044,node/10048914044,charging_station,,,,,,,,,Point,"[146.8386193, -36.3138529]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10050161556,node/10050161556,charging_station,,,,Rhodes Waterside,Mo-Su 06:00-00:00,,,,Point,"[151.0848349, -33.8359626]",4,,,,,no,,,4,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,3 hours free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10060883781,node/10060883781,charging_station,,,,,,,,,Point,"[145.1918955, -38.3082563]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10062824393,node/10062824393,charging_station,,Charging the Regions,Q106320264,,,,,,Point,"[148.4559951, -37.7057324]",,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10091269880,node/10091269880,charging_station,,,,,,,,,Point,"[151.1060452, -33.9678598]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10091269881,node/10091269881,charging_station,,,,,,,,,Point,"[151.0710625, -33.948437]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10091269882,node/10091269882,charging_station,,,,,,,,,Point,"[151.0858151, -33.807399]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10095102213,node/10095102213,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,Tesla,,,Point,"[151.1694068, -33.8130165]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10096554725,node/10096554725,charging_station,,,,EHT - Maydena,,,,,Point,"[146.6290095, -42.754782]",,,Electric Highway Tasmania,Q105834331,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,24 kW,,Chargefox,,,,,,,5295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10100811799,node/10100811799,charging_station,,BP Pulse,Q39057719,BP Pulse,,,,,Point,"[145.1233653, -37.6802607]",,,BP Pulse,Q39057719,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10118356075,node/10118356075,charging_station,,Charging the Regions,Q106320264,,,,,,Point,"[149.1519705, -37.5650496]",,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10125281319,node/10125281319,charging_station,,,,,,,,,Point,"[130.8699148, -12.3746811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10125281321,node/10125281321,charging_station,,,,,,,,,Point,"[130.860126, -12.4307902]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10125281322,node/10125281322,charging_station,,,,,,,,,Point,"[130.8466989, -12.4663857]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10136616439,node/10136616439,charging_station,,,,,,,,,Point,"[151.1094379, -33.7755511]",6,,,,yes,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10147383653,node/10147383653,charging_station,,,,,,,,,Point,"[115.7977393, -31.8763974]",,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10156617736,node/10156617736,charging_station,,BP Pulse,Q39057719,BP Pulse,,,,,Point,"[145.0069973, -37.9001349]",,,BP Pulse,Q39057719,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10159370719,node/10159370719,charging_station,,,,,,,,,Point,"[146.5498937, -34.7464753]",,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10161079414,node/10161079414,charging_station,,,,,,,,,Point,"[147.2343632, -43.0708845]",,,,,customers,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10172694522,node/10172694522,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,,Tesla,3,,Point,"[149.1520346, -37.5650916]",,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10177425298,node/10177425298,charging_station,,,,,,,,,Point,"[151.1706842, -33.8140858]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10180304091,node/10180304091,charging_station,,,,,,,,,Point,"[150.4297454, -33.7206902]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10180321115,node/10180321115,charging_station,,,,,,,,,Point,"[151.1492145, -33.8848452]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10182377477,node/10182377477,charging_station,,Charging the Regions,Q106320264,,,,,,Point,"[141.2965659, -37.0366955]",,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10182414072,node/10182414072,charging_station,,,,,,,,,Point,"[153.4097005, -27.9807754]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10184502299,node/10184502299,charging_station,,,,,,,,,Point,"[144.8082128, -37.7264375]",,Evie Networks,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10184521127,node/10184521127,charging_station,,,,,,,,,Point,"[145.0268501, -37.8631061]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10184551929,node/10184551929,charging_station,,,,,,,,,Point,"[141.2383789, -36.3777087]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10184611930,node/10184611930,charging_station,,,,,,,,,Point,"[142.8409671, -37.7117289]",,,EVup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10184645214,node/10184645214,charging_station,,,,,,,,,Point,"[144.757421, -36.1135121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10196181562,node/10196181562,charging_station,,,,,,,,,Point,"[151.0815506, -33.9815934]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10203808935,node/10203808935,charging_station,,,,,,,,,Point,"[147.303553, -42.9802655]",2,,Evie Networks,Q105795220,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10203818135,node/10203818135,charging_station,,,,Bring your own cables,,,,,Point,"[147.2166221, -41.251906]",,,Chargefox,Q105775824,,,,,1,7 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10203832127,node/10203832127,charging_station,,,,,,,,,Point,"[147.2968239, -42.8484746]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
